variant,block,order,mode,threads,multipv,position,elapsed_ns,stop_lag_ns,nodes,depth,score,bestmove,callbacks,max_pv,last_pv,engine_time_ms
fixed,2,2,stop,4,8,selfplay-88,252773752,2492643,764247,10,cp 3168,2h2g,81,14,7,252
baseline,2,3,stop,4,1,complex-middle,252295321,2010045,886144,10,cp -18,B*6h,11,10,8,252
baseline,2,3,stop,4,1,movegen-heavy,252907824,2627136,850049,12,cp -2061,G*3c,15,16,12,252
baseline,2,3,stop,4,1,selfplay-88,252455883,2179263,707310,14,cp 4293,2h2g,15,14,14,252
baseline,2,3,stop,4,8,complex-middle,252726723,2444622,899069,8,cp -226,B*6h,65,9,9,252
baseline,2,3,stop,4,8,movegen-heavy,252712967,2429504,954311,9,cp -2118,G*2h,73,15,12,252
baseline,2,3,stop,4,8,selfplay-88,252537978,2256468,753264,10,cp 3207,2h2g,81,14,9,252
baseline,3,0,stop,4,1,complex-middle,253120886,2833575,815441,12,cp -674,8d7d,11,19,14,253
baseline,3,0,stop,4,1,movegen-heavy,253065952,2797828,872281,13,cp -2560,N*3a,14,18,18,252
baseline,3,0,stop,4,1,selfplay-88,253114323,2831612,728064,15,cp 4131,2h2g,14,14,14,253
baseline,3,0,stop,4,8,complex-middle,252799691,2515496,885817,8,cp -28,B*6h,65,15,7,252
baseline,3,0,stop,4,8,movegen-heavy,252598091,2319988,980395,9,cp -2404,N*2c,73,17,8,252
baseline,3,0,stop,4,8,selfplay-88,252780194,2497512,760669,10,cp 2656,2h2g,81,13,8,252
fixed,3,1,stop,4,1,complex-middle,252816172,2534222,896359,12,cp -426,8d7d,13,15,15,252
fixed,3,1,stop,4,1,movegen-heavy,252742353,2467957,861047,13,cp -2155,G*3c,15,18,11,252
fixed,3,1,stop,4,1,selfplay-88,253477657,3196548,724125,15,cp 4225,2h2g,16,18,18,253
fixed,3,1,stop,4,8,complex-middle,253015106,2767651,901770,8,cp -154,B*6h,65,10,7,252
fixed,3,1,stop,4,8,movegen-heavy,253012702,2777199,943724,9,cp -1790,G*3c,73,13,8,252
fixed,3,1,stop,4,8,selfplay-88,252995670,2745570,784969,10,cp 3544,2h2g,81,17,5,252
fixed,3,2,stop,4,1,complex-middle,252864724,2583725,810060,10,cp -396,8d7d,10,7,7,252
fixed,3,2,stop,4,1,movegen-heavy,253109043,2825340,864886,14,cp -2165,G*3c,15,12,8,253
fixed,3,2,stop,4,1,selfplay-88,253204002,2922052,718134,15,cp 4273,2h2g,16,17,17,253
fixed,3,2,stop,4,8,complex-middle,252647995,2362628,952804,8,cp 20,8d7d,65,14,8,252
fixed,3,2,stop,4,8,movegen-heavy,252781066,2500087,939262,9,cp -1345,G*3c,73,13,7,252
fixed,3,2,stop,4,8,selfplay-88,252896012,2612448,771807,10,cp 3688,2h2g,81,15,10,252
baseline,3,3,stop,4,1,complex-middle,253157594,2874071,914710,12,cp -486,8d7d,13,15,15,253
baseline,3,3,stop,4,1,movegen-heavy,252934505,2652825,889221,14,cp -2364,N*2c,15,14,11,252
baseline,3,3,stop,4,1,selfplay-88,252830850,2543489,730729,14,cp 4254,2h2g,14,16,16,252
baseline,3,3,stop,4,8,complex-middle,253019495,2738186,905405,8,cp -388,B*6h,65,11,7,252
baseline,3,3,stop,4,8,movegen-heavy,252717657,2438351,975822,9,cp -1723,N*2c,73,11,8,252
baseline,3,3,stop,4,8,selfplay-88,252990911,2715332,778321,10,cp 3416,2h2g,81,17,8,252
baseline,4,0,stop,4,1,complex-middle,252888558,2649388,835141,10,cp -595,8d7d,11,21,17,252
baseline,4,0,stop,4,1,movegen-heavy,253273753,2996652,873716,14,cp -2140,N*2c,14,12,12,253
baseline,4,0,stop,4,1,selfplay-88,252567774,2281065,718961,14,cp 4511,2h2g,16,20,13,252
baseline,4,0,stop,4,8,complex-middle,252475941,2238875,904606,8,cp -255,B*6h,65,9,7,252
baseline,4,0,stop,4,8,movegen-heavy,251126160,855942,955954,9,cp -1755,G*3c,73,16,8,251
baseline,4,0,stop,4,8,selfplay-88,252773862,2536826,779201,10,cp 3214,2h2g,81,15,10,252
fixed,4,1,stop,4,1,complex-middle,252775485,2502532,948167,11,cp -133,B*6h,11,13,13,252
fixed,4,1,stop,4,1,movegen-heavy,252830229,2578655,853023,14,cp -2122,N*2c,15,14,14,252
fixed,4,1,stop,4,1,selfplay-88,253266360,3027280,744882,15,cp 4363,2h2g,16,11,11,253
fixed,4,1,stop,4,8,complex-middle,252779964,2495358,913074,8,cp -154,B*6h,65,8,8,252
fixed,4,1,stop,4,8,movegen-heavy,253059971,2821703,968538,8,cp -1731,N*1g,65,9,6,252
fixed,4,1,stop,4,8,selfplay-88,253232316,2961757,790711,11,cp 3487,2h2g,89,15,10,253
fixed,4,2,stop,4,1,complex-middle,253216466,2970784,883136,11,cp -237,B*6h,11,15,15,253
fixed,4,2,stop,4,1,movegen-heavy,252861868,2587872,856336,13,cp -2525,G*3c,14,12,7,252
fixed,4,2,stop,4,1,selfplay-88,253096220,2830580,744613,15,cp 4500,2h2g,15,14,9,252
fixed,4,2,stop,4,8,complex-middle,252752643,2497442,919178,9,cp -176,B*6h,73,17,13,252
fixed,4,2,stop,4,8,movegen-heavy,252673293,2444503,952827,9,cp -2135,G*1c,73,15,9,252
fixed,4,2,stop,4,8,selfplay-88,252847391,2590468,799316,10,cp 3451,2h2g,81,13,11,252
baseline,4,3,stop,4,1,complex-middle,252576872,2337391,882689,9,cp -65,B*6h,11,12,12,252
baseline,4,3,stop,4,1,movegen-heavy,252406821,2127666,874146,13,cp -2242,N*2c,15,16,13,252
baseline,4,3,stop,4,1,selfplay-88,253090388,2826542,723924,15,cp 3980,2h2g,15,13,12,252
baseline,4,3,stop,4,8,complex-middle,253313398,3031197,937075,9,cp -154,B*6h,73,16,9,253
baseline,4,3,stop,4,8,movegen-heavy,252415949,2159256,933187,8,cp -1517,G*3c,65,10,5,252
baseline,4,3,stop,4,8,selfplay-88,253493458,3224121,761731,10,cp 3142,2h2g,81,17,12,253
baseline,5,0,stop,4,1,complex-middle,253054060,2786276,853665,12,cp -620,3b3c,11,15,15,252
baseline,5,0,stop,4,1,movegen-heavy,253169768,2931499,825154,13,cp -2295,N*2c,14,14,14,253
baseline,5,0,stop,4,1,selfplay-88,250689889,451520,704570,15,cp 4115,2h2g,16,21,16,250
baseline,5,0,stop,4,8,complex-middle,252954984,2694073,923065,8,cp -16,B*6h,65,8,8,252
baseline,5,0,stop,4,8,movegen-heavy,253395844,3111057,975964,9,cp -2161,N*2c,73,13,9,253
baseline,5,0,stop,4,8,selfplay-88,253274405,2989408,804033,10,cp 2955,2h2g,81,19,13,253
fixed,5,1,stop,4,1,complex-middle,252760508,2476222,825624,11,cp -604,8d7d,12,12,11,252
fixed,5,1,stop,4,1,movegen-heavy,253435237,3193041,903750,13,cp -2151,N*2c,14,13,11,253
fixed,5,1,stop,4,1,selfplay-88,253419288,3138249,754978,15,cp 4455,2h2g,15,14,13,253
fixed,5,1,stop,4,8,complex-middle,253195867,2910219,900968,8,cp 153,8d7d,65,8,1,253
fixed,5,1,stop,4,8,movegen-heavy,253021869,2743124,932935,9,cp -2008,N*2c,73,12,7,252
fixed,5,1,stop,4,8,selfplay-88,253156103,2870725,794461,10,cp 3173,3a4b+,81,16,10,253
fixed,5,2,stop,4,1,complex-middle,252700465,2412012,812020,13,cp -747,8d7d,13,14,14,252
fixed,5,2,stop,4,1,movegen-heavy,252685617,2405109,868003,14,cp -2312,N*2c,15,16,10,252
fixed,5,2,stop,4,1,selfplay-88,252843314,2562114,755996,13,cp 4635,2h2g,15,14,10,252
fixed,5,2,stop,4,8,complex-middle,253222167,2944223,937303,9,cp -245,B*6h,73,20,20,253
fixed,5,2,stop,4,8,movegen-heavy,252430676,2150138,962035,9,cp -2081,N*2c,73,13,9,252
fixed,5,2,stop,4,8,selfplay-88,252716665,2430336,783282,11,cp 3731,2h2g,89,16,8,252
baseline,5,3,stop,4,1,complex-middle,252440956,2161420,906245,10,cp -506,8d7d,12,17,12,252
baseline,5,3,stop,4,1,movegen-heavy,252704712,2423974,867585,15,cp -2300,N*2c,16,16,13,252
baseline,5,3,stop,4,1,selfplay-88,253032549,2751370,694752,15,cp 3774,2h2g,15,13,13,252
baseline,5,3,stop,4,8,complex-middle,252239166,1953267,959048,8,cp 13,8d7d,65,10,1,252
baseline,5,3,stop,4,8,movegen-heavy,252460974,2166709,959546,9,cp -1681,G*3c,73,16,9,252
baseline,5,3,stop,4,8,selfplay-88,252730652,2449382,773623,10,cp 2713,2h2g,81,14,9,252
